ID,PageRank,Component
94416,5.97855780097122,0
7722,2.051787517435654,0
108673,0.3776194332200951,0
154486,0.5612205595066352,0
47969,0.41635413416143713,0
584493,0.4077676593629498,0
296773,0.6945344992085711,0
2590,1.2546835086575825,0
130535,0.4102122495131258,0
249986,0.6334287674247896,0
191816,0.46024385842115023,0
216296,0.7895392982910154,0
100331,0.3776194332200951,0
234445,0.5292712013043303,0
208687,1.2059290455325338,0
99202,7.856295118502206,0
130916,0.3776194332200951,0
247365,1.2361066346428875,0
123515,0.3776194332200951,0
232693,0.46869247237818595,0
129936,0.4612024198896754,0
34390,0.6122943853317497,0
39890,0.8336941919771357,0
89248,3.3097906904517207,0
22790,0.3776194332200951,0
15324,0.3776194332200951,0
60992,0.3962567487202092,0
118258,0.3776194332200951,0
94486,1.145351751172577,0
197366,1.3052720073649335,0
63277,0.6985959514571759,455266533376
251049,1.5869889305946663,0
24106,1.1324296717497924,0
26829,0.4574125275350076,0
122077,0.4846116059657887,0
50988,1.822126756113307,0
2834313,0.5022765755549541,0
201802,0.5182569252881071,0
177674,0.38741998464275074,0
32159,0.7071777629878762,0
121421,0.39157493401301163,0
283215,0.3776194332200951,0
26134,0.40217801383749335,0
194463,0.5377638215846815,0
24860,0.38741998464275074,0
20767,0.3776194332200951,0
17823,0.3858322486973252,0
5720,5.7621469495079465,0
17116,0.38840170142530445,0
24547,1.1556978653943129,0
145486,0.3776194332200951,0
6384,1.547675463184369,0
27945,1.6934416848256482,0
16707,0.44611154080556864,0
44619,0.6985959514571759,60129542146
107059,0.3776194332200951,0
217055,0.6560264389471855,0
249467,0.5430804104523742,0
301146,0.3776194332200951,0
61703,0.4853933650967452,0
38437,1.6693506364255009,0
43389,4.4976050168917086,0
29001,0.5756486063382655,0
57452,0.545753798668532,0
2623481,1.045350958652616,0
15539,0.3776194332200951,0
686372,0.5770614983876505,0
13802,0.4097170850438032,0
53741,0.8591864629453151,0
222639,0.8931007867115404,0
96215,0.38922808396300285,0
25540,0.4062148140447905,0
56789,1.2827494420478585,0
25122,0.4846116059657887,0
288652,0.5381076923386355,60129542144
157722,0.4081838180846598,0
100124,0.3776194332200951,0
192899,0.7613605881007725,0
15351,0.4022733805122375,0
2187,0.4832428633689519,0
147617,0.38922808396300285,0
1763,1.295678521860894,0
22673,0.3871391810712772,0
26104,0.3776194332200951,0
135790,0.4098928392592769,0
10725,0.3776194332200951,0
138498,0.4818430898920251,0
210248,0.4182909352229222,0
1445,0.41535145232288584,0
84768,5.2750437790807245,0
306957,0.45569431580786307,0
154972,0.5796081657883334,0
227727,0.3776194332200951,0
216707,0.3776194332200951,0
15197,0.3776194332200951,0
28862,0.5305147222924899,0
141766,0.3776194332200951,0
294558,0.7341525938164422,0
218845,0.3776194332200951,0
89176,10.299268588231074,0
79937,0.4432109154986404,0
162427,0.7082815184595691,0
129347,0.3776194332200951,0
18217,0.39082509106855545,0
216523,1.7455692422230762,0
264287,1.8844421057078138,0
22992,0.4077676593629498,0
5963,2.7335341088913583,0
144143,0.5375857610079324,0
140692,0.45477348952363117,0
24095,0.6985959514571759,0
11350,0.3776194332200951,0
69181,1.16038447258148,0
283530,1.2117211272257329,0
38441,1.542726460433794,0
138137,0.5381076923386355,0
370936,0.3776194332200951,0
18755,0.8590842105757163,0
40768,4.905952579232686,0
161418,0.3776194332200951,0
14158,0.4411049495053376,0
68749,5.825012672387001,0
142919,0.38544812878685314,0
75326,0.3916575076049746,0
16291,0.7095169817728035,0
13624,0.3776194332200951,0
140486,0.4347961135004176,0
34603,0.3952874878712299,0
4897,1.440342769598122,0
276945,0.4172874072141319,0
9211,1.052342566072319,0
406563,0.7207885718043077,0
93881,7.387034270041,0
301314,0.6985959514571759,1348619730944
62220,0.8908482074650877,0
26632,0.40434654313051954,0
59555,0.545753798668532,0
99509,8.776525783571163,0
45378,1.1319142510772349,0
